"genesetname","p_value","estimate","diff","bh"
"GO_CONDENSED_NUCLEAR_CHROMOSOME_KINETOCHORE",1,0,"UP",1
"GO_CONDENSED_NUCLEAR_CHROMOSOME_KINETOCHORE",1,0,"DOWN",1
"GO_CONDENSIN_COMPLEX",1,0,"UP",1
"GO_CONDENSIN_COMPLEX",1,0,"DOWN",1
"GO_CENTRAL_ELEMENT",1,0,"UP",1
"GO_CENTRAL_ELEMENT",1,0,"DOWN",1
"GO_X_CHROMOSOME",1,0,"UP",1
"GO_X_CHROMOSOME",1,0,"DOWN",1
"GO_ORIGIN_RECOGNITION_COMPLEX",1,0,"UP",1
"GO_ORIGIN_RECOGNITION_COMPLEX",1,0,"DOWN",1
"GO_SWR1_COMPLEX",1,0,"UP",1
"GO_SWR1_COMPLEX",1,0,"DOWN",1
"GO_ESCRT_I_COMPLEX",1,0,"UP",1
"GO_ESCRT_I_COMPLEX",1,0,"DOWN",1
"GO_ER_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_ER_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_EQUATORIAL_MICROTUBULE_ORGANIZING_CENTER",1,0,"UP",1
"GO_EQUATORIAL_MICROTUBULE_ORGANIZING_CENTER",1,0,"DOWN",1
"GO_GAMMA_TUBULIN_LARGE_COMPLEX",1,0,"UP",1
"GO_GAMMA_TUBULIN_LARGE_COMPLEX",1,0,"DOWN",1
"GO_P_BODY",1,0,"UP",1
"GO_P_BODY",1,0,"DOWN",1
"GO_GARP_COMPLEX",1,0,"UP",1
"GO_GARP_COMPLEX",1,0,"DOWN",1
"GO_SAM_COMPLEX",1,0,"UP",1
"GO_SAM_COMPLEX",1,0,"DOWN",1
"GO_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR",1,0,"UP",1
"GO_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR",1,0,"DOWN",1
"GO_OUTER_DENSE_FIBER",1,0,"UP",1
"GO_OUTER_DENSE_FIBER",1,0,"DOWN",1
"GO_MICROFIBRIL",1,Inf,"UP",1
"GO_MICROFIBRIL",0.201465658227302,0.118578096465687,"DOWN",1
"GO_RADIAL_SPOKE",1,0,"UP",1
"GO_RADIAL_SPOKE",1,0,"DOWN",1
"GO_FIBRILLAR_CENTER",1,Inf,"UP",1
"GO_FIBRILLAR_CENTER",1,Inf,"DOWN",1
"GO_GRANULAR_COMPONENT",1,0,"UP",1
"GO_GRANULAR_COMPONENT",1,0,"DOWN",1
"GO_FEMALE_GERM_CELL_NUCLEUS",1,0,"UP",1
"GO_FEMALE_GERM_CELL_NUCLEUS",1,0,"DOWN",1
"GO_SEX_CHROMATIN",1,0,"UP",1
"GO_SEX_CHROMATIN",1,0,"DOWN",1
"GO_FEMALE_PRONUCLEUS",1,0,"UP",1
"GO_FEMALE_PRONUCLEUS",1,0,"DOWN",1
"GO_MALE_PRONUCLEUS",1,0,"UP",1
"GO_MALE_PRONUCLEUS",1,0,"DOWN",1
"GO_INNER_ACROSOMAL_MEMBRANE",1,0,"UP",1
"GO_INNER_ACROSOMAL_MEMBRANE",1,0,"DOWN",1
"GO_STEREOCILIA_COUPLING_LINK",1,0,"UP",1
"GO_STEREOCILIA_COUPLING_LINK",1,0,"DOWN",1
"GO_MANCHETTE",1,0,"UP",1
"GO_MANCHETTE",1,0,"DOWN",1
"GO_PALMITOYLTRANSFERASE_COMPLEX",1,0,"UP",1
"GO_PALMITOYLTRANSFERASE_COMPLEX",1,0,"DOWN",1
"GO_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX",1,0,"UP",1
"GO_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX",1,0,"DOWN",1
"GO_ZONA_PELLUCIDA_RECEPTOR_COMPLEX",1,0,"UP",1
"GO_ZONA_PELLUCIDA_RECEPTOR_COMPLEX",1,0,"DOWN",1
"GO_FIBRINOGEN_COMPLEX",1,Inf,"UP",1
"GO_FIBRINOGEN_COMPLEX",0.201465658227302,0.118578096465687,"DOWN",1
"GO_MEMBRANE_ATTACK_COMPLEX",1,Inf,"UP",1
"GO_MEMBRANE_ATTACK_COMPLEX",1,Inf,"DOWN",1
"GO_FIBRILLAR_COLLAGEN_TRIMER",1,Inf,"UP",1
"GO_FIBRILLAR_COLLAGEN_TRIMER",0.205616290512315,0.353599236519765,"DOWN",1
"GO_COLLAGEN_TYPE_IV_TRIMER",1,Inf,"UP",1
"GO_COLLAGEN_TYPE_IV_TRIMER",1,Inf,"DOWN",1
"GO_FACIT_COLLAGEN_TRIMER",1,Inf,"UP",1
"GO_FACIT_COLLAGEN_TRIMER",1,Inf,"DOWN",1
"GO_NUCLEAR_ENVELOPE_LUMEN",1,Inf,"UP",1
"GO_NUCLEAR_ENVELOPE_LUMEN",1,Inf,"DOWN",1
"GO_ANNULATE_LAMELLAE",1,0,"UP",1
"GO_ANNULATE_LAMELLAE",1,0,"DOWN",1
"GO_NUCLEAR_LAMINA",1,0,"UP",1
"GO_NUCLEAR_LAMINA",1,0,"DOWN",1
"GO_NUCLEOLAR_RIBONUCLEASE_P_COMPLEX",1,0,"UP",1
"GO_NUCLEOLAR_RIBONUCLEASE_P_COMPLEX",1,0,"DOWN",1
"GO_ALPHA_DNA_POLYMERASE_PRIMASE_COMPLEX",1,0,"UP",1
"GO_ALPHA_DNA_POLYMERASE_PRIMASE_COMPLEX",1,0,"DOWN",1
"GO_DNA_REPLICATION_FACTOR_C_COMPLEX",1,0,"UP",1
"GO_DNA_REPLICATION_FACTOR_C_COMPLEX",1,0,"DOWN",1
"GO_RNA_POLYMERASE_II_CORE_COMPLEX",1,0,"UP",1
"GO_RNA_POLYMERASE_II_CORE_COMPLEX",1,0,"DOWN",1
"GO_RNA_POLYMERASE_III_COMPLEX",1,0,"UP",1
"GO_RNA_POLYMERASE_III_COMPLEX",1,0,"DOWN",1
"GO_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX",1,0,"UP",1
"GO_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX",1,0,"DOWN",1
"GO_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX",1,0,"UP",1
"GO_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX",1,0,"DOWN",1
"GO_CHROMATIN_SILENCING_COMPLEX",1,0,"UP",1
"GO_CHROMATIN_SILENCING_COMPLEX",1,0,"DOWN",1
"GO_U7_SNRNP",1,0,"UP",1
"GO_U7_SNRNP",1,0,"DOWN",1
"GO_U4_SNRNP",1,0,"UP",1
"GO_U4_SNRNP",1,0,"DOWN",1
"GO_U6_SNRNP",1,0,"UP",1
"GO_U6_SNRNP",1,0,"DOWN",1
"GO_PERICHROMATIN_FIBRILS",1,0,"UP",1
"GO_PERICHROMATIN_FIBRILS",1,0,"DOWN",1
"GO_RNA_POLYMERASE_I_COMPLEX",1,0,"UP",1
"GO_RNA_POLYMERASE_I_COMPLEX",1,0,"DOWN",1
"GO_MITOCHONDRIAL_OUTER_MEMBRANE_TRANSLOCASE_COMPLEX",1,0,"UP",1
"GO_MITOCHONDRIAL_OUTER_MEMBRANE_TRANSLOCASE_COMPLEX",1,0,"DOWN",1
"GO_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX",1,0,"UP",1
"GO_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX",1,0,"DOWN",1
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I",1,Inf,"UP",1
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I",1,Inf,"DOWN",1
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV",1,0,"UP",1
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV",1,0,"DOWN",1
"GO_SECONDARY_LYSOSOME",1,Inf,"UP",1
"GO_SECONDARY_LYSOSOME",1,Inf,"DOWN",1
"GO_SIGNAL_RECOGNITION_PARTICLE_RECEPTOR_COMPLEX",1,0,"UP",1
"GO_SIGNAL_RECOGNITION_PARTICLE_RECEPTOR_COMPLEX",1,0,"DOWN",1
"GO_SIGNAL_RECOGNITION_PARTICLE_ENDOPLASMIC_RETICULUM_TARGETING",1,0,"UP",1
"GO_SIGNAL_RECOGNITION_PARTICLE_ENDOPLASMIC_RETICULUM_TARGETING",1,0,"DOWN",1
"GO_SIGNAL_PEPTIDASE_COMPLEX",1,0,"UP",1
"GO_SIGNAL_PEPTIDASE_COMPLEX",1,0,"DOWN",1
"GO_GOLGI_MEDIAL_CISTERNA",1,0,"UP",1
"GO_GOLGI_MEDIAL_CISTERNA",1,0,"DOWN",1
"GO_LIPID_DROPLET",1,Inf,"UP",1
"GO_LIPID_DROPLET",0.49146096923459,0.59330559407767,"DOWN",1
"GO_ASTER",1,Inf,"UP",1
"GO_ASTER",1,Inf,"DOWN",1
"GO_POLAR_MICROTUBULE",1,0,"UP",1
"GO_POLAR_MICROTUBULE",1,0,"DOWN",1
"GO_KINETOCHORE_MICROTUBULE",1,0,"UP",1
"GO_KINETOCHORE_MICROTUBULE",1,0,"DOWN",1
"GO_CHAPERONIN_CONTAINING_T_COMPLEX",1,0,"UP",1
"GO_CHAPERONIN_CONTAINING_T_COMPLEX",1,0,"DOWN",1
"GO_PROTEASOME_CORE_COMPLEX",1,0,"UP",1
"GO_PROTEASOME_CORE_COMPLEX",1,0,"DOWN",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_COMPLEX",1,0,"UP",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_COMPLEX",1,0,"DOWN",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX",1,0,"UP",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX",1,0,"DOWN",1
"GO_TROPONIN_COMPLEX",1,0,"UP",1
"GO_TROPONIN_COMPLEX",1,0,"DOWN",1
"GO_DYNACTIN_COMPLEX",1,0,"UP",1
"GO_DYNACTIN_COMPLEX",1,0,"DOWN",1
"GO_AXONEMAL_MICROTUBULE",1,0,"UP",1
"GO_AXONEMAL_MICROTUBULE",1,0,"DOWN",1
"GO_NEUROFILAMENT",1,Inf,"UP",1
"GO_NEUROFILAMENT",0.106344950848972,0,"DOWN",1
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX",1,Inf,"UP",1
"GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX",1,Inf,"DOWN",1
"GO_INSULIN_RECEPTOR_COMPLEX",1,Inf,"UP",1
"GO_INSULIN_RECEPTOR_COMPLEX",1,Inf,"DOWN",1
"GO_CAVEOLA",0.545833066863596,0.712522954818568,"UP",1
"GO_CAVEOLA",0.545833066863596,0.712522954818568,"DOWN",1
"GO_CLATHRIN_COATED_PIT",0.49146096923459,0.59330559407767,"UP",1
"GO_CLATHRIN_COATED_PIT",1,Inf,"DOWN",1
"GO_ZONULA_ADHERENS",1,Inf,"UP",1
"GO_ZONULA_ADHERENS",1,Inf,"DOWN",1
"GO_FASCIA_ADHERENS",1,Inf,"UP",1
"GO_FASCIA_ADHERENS",1,Inf,"DOWN",1
"GO_CONNEXIN_COMPLEX",1,Inf,"UP",1
"GO_CONNEXIN_COMPLEX",1,Inf,"DOWN",1
"GO_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX",1,0,"UP",1
"GO_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX",1,0,"DOWN",1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX",1,Inf,"UP",1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX",1,Inf,"DOWN",1
"GO_CALCINEURIN_COMPLEX",1,0,"UP",1
"GO_CALCINEURIN_COMPLEX",1,0,"DOWN",1
"GO_PHOSPHORYLASE_KINASE_COMPLEX",1,0,"UP",1
"GO_PHOSPHORYLASE_KINASE_COMPLEX",1,0,"DOWN",1
"GO_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX",1,0,"UP",1
"GO_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX",1,0,"DOWN",1
"GO_SPECTRIN",1,0,"UP",1
"GO_SPECTRIN",1,0,"DOWN",1
"GO_OLIGOSACCHARYLTRANSFERASE_COMPLEX",1,0,"UP",1
"GO_OLIGOSACCHARYLTRANSFERASE_COMPLEX",1,0,"DOWN",1
"GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX",1,Inf,"UP",1
"GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX",1,Inf,"DOWN",1
"GO_F_ACTIN_CAPPING_PROTEIN_COMPLEX",1,0,"UP",1
"GO_F_ACTIN_CAPPING_PROTEIN_COMPLEX",1,0,"DOWN",1
"GO_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX",1,0,"UP",1
"GO_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX",1,0,"DOWN",1
"GO_EPSILON_DNA_POLYMERASE_COMPLEX",1,0,"UP",1
"GO_EPSILON_DNA_POLYMERASE_COMPLEX",1,0,"DOWN",1
"GO_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE",1,Inf,"UP",1
"GO_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE",1,Inf,"DOWN",1
"GO_SPECTRIN_ASSOCIATED_CYTOSKELETON",1,0,"UP",1
"GO_SPECTRIN_ASSOCIATED_CYTOSKELETON",1,0,"DOWN",1
"GO_DYSTROGLYCAN_COMPLEX",1,Inf,"UP",1
"GO_DYSTROGLYCAN_COMPLEX",1,Inf,"DOWN",1
"GO_PREFOLDIN_COMPLEX",1,0,"UP",1
"GO_PREFOLDIN_COMPLEX",1,0,"DOWN",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX",1,0,"UP",1
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX",1,0,"DOWN",1
"GO_CATENIN_COMPLEX",1,Inf,"UP",1
"GO_CATENIN_COMPLEX",1,Inf,"DOWN",1
"GO_UNCONVENTIONAL_MYOSIN_COMPLEX",1,Inf,"UP",1
"GO_UNCONVENTIONAL_MYOSIN_COMPLEX",1,Inf,"DOWN",1
"GO_NURD_COMPLEX",1,0,"UP",1
"GO_NURD_COMPLEX",1,0,"DOWN",1
"GO_NURF_COMPLEX",1,Inf,"UP",1
"GO_NURF_COMPLEX",1,Inf,"DOWN",1
"GO_RNA_POLYMERASE_II_HOLOENZYME",1,Inf,"UP",1
"GO_RNA_POLYMERASE_II_HOLOENZYME",1,Inf,"DOWN",1
"GO_CDC73_PAF1_COMPLEX",1,0,"UP",1
"GO_CDC73_PAF1_COMPLEX",1,0,"DOWN",1
"GO_FLOTILLIN_COMPLEX",1,Inf,"UP",1
"GO_FLOTILLIN_COMPLEX",1,Inf,"DOWN",1
"GO_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX",1,Inf,"UP",1
"GO_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX",0.201465658227302,0.118578096465687,"DOWN",1
"GO_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX",1,0,"UP",1
"GO_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX",1,0,"DOWN",1
"GO_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX",1,0,"UP",1
"GO_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX",1,0,"DOWN",1
"GO_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX",1,0,"UP",1
"GO_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX",1,0,"DOWN",1
"GO_TRAPP_COMPLEX",1,0,"UP",1
"GO_TRAPP_COMPLEX",1,0,"DOWN",1
"GO_CCR4_NOT_CORE_COMPLEX",1,0,"UP",1
"GO_CCR4_NOT_CORE_COMPLEX",1,0,"DOWN",1
"GO_HEMIDESMOSOME",1,0,"UP",1
"GO_HEMIDESMOSOME",1,0,"DOWN",1
"GO_MITOCHONDRIAL_CRISTA",1,0,"UP",1
"GO_MITOCHONDRIAL_CRISTA",1,0,"DOWN",1
"GO_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX",1,0,"UP",1
"GO_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX",1,0,"DOWN",1
"GO_AP_1_ADAPTOR_COMPLEX",1,0,"UP",1
"GO_AP_1_ADAPTOR_COMPLEX",1,0,"DOWN",1
"GO_AP_3_ADAPTOR_COMPLEX",1,0,"UP",1
"GO_AP_3_ADAPTOR_COMPLEX",1,0,"DOWN",1
"GO_AP_4_ADAPTOR_COMPLEX",1,0,"UP",1
"GO_AP_4_ADAPTOR_COMPLEX",1,0,"DOWN",1
"GO_COPII_VESICLE_COAT",1,0,"UP",1
"GO_COPII_VESICLE_COAT",1,0,"DOWN",1
"GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE",0.24691301635462,0.412857639394003,"UP",1
"GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE",0.609037246978089,Inf,"DOWN",1
"GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE",1,Inf,"UP",1
"GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE",1,Inf,"DOWN",1
"GO_JUNCTIONAL_MEMBRANE_COMPLEX",1,Inf,"UP",1
"GO_JUNCTIONAL_MEMBRANE_COMPLEX",1,Inf,"DOWN",1
"GO_HOST_CELL_CYTOPLASM",1,Inf,"UP",1
"GO_HOST_CELL_CYTOPLASM",1,Inf,"DOWN",1
"GO_ACTIN_CORTICAL_PATCH",1,0,"UP",1
"GO_ACTIN_CORTICAL_PATCH",1,0,"DOWN",1
"GO_SYNAPTIC_VESICLE_MEMBRANE",0.545833066863596,0.712522954818568,"UP",1
"GO_SYNAPTIC_VESICLE_MEMBRANE",1,Inf,"DOWN",1
"GO_RIBONUCLEASE_P_COMPLEX",1,0,"UP",1
"GO_RIBONUCLEASE_P_COMPLEX",1,0,"DOWN",1
"GO_MULTIMERIC_RIBONUCLEASE_P_COMPLEX",1,0,"UP",1
"GO_MULTIMERIC_RIBONUCLEASE_P_COMPLEX",1,0,"DOWN",1
"GO_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR",1,0,"UP",1
"GO_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR",1,0,"DOWN",1
"GO_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE",1,0,"UP",1
"GO_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE",1,0,"DOWN",1
"GO_MRE11_COMPLEX",1,0,"UP",1
"GO_MRE11_COMPLEX",1,0,"DOWN",1
"GO_VCB_COMPLEX",1,0,"UP",1
"GO_VCB_COMPLEX",1,0,"DOWN",1
"GO_MEIOTIC_COHESIN_COMPLEX",1,0,"UP",1
"GO_MEIOTIC_COHESIN_COMPLEX",1,0,"DOWN",1
"GO_CHECKPOINT_CLAMP_COMPLEX",1,0,"UP",1
"GO_CHECKPOINT_CLAMP_COMPLEX",1,0,"DOWN",1
"GO_SMC5_SMC6_COMPLEX",1,0,"UP",1
"GO_SMC5_SMC6_COMPLEX",1,0,"DOWN",1
"GO_INTRACILIARY_TRANSPORT_PARTICLE_A",1,0,"UP",1
"GO_INTRACILIARY_TRANSPORT_PARTICLE_A",1,0,"DOWN",1
"GO_ISWI_TYPE_COMPLEX",1,Inf,"UP",1
"GO_ISWI_TYPE_COMPLEX",1,Inf,"DOWN",1
"GO_NUCLEAR_PORE_OUTER_RING",1,0,"UP",1
"GO_NUCLEAR_PORE_OUTER_RING",1,0,"DOWN",1
"GO_PLATELET_DENSE_GRANULE_MEMBRANE",1,0,"UP",1
"GO_PLATELET_DENSE_GRANULE_MEMBRANE",1,0,"DOWN",1
"GO_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE",1,0,"UP",1
"GO_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE",1,0,"DOWN",1
"GO_SCAR_COMPLEX",1,Inf,"UP",1
"GO_SCAR_COMPLEX",1,Inf,"DOWN",1
"GO_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX",1,0,"UP",1
"GO_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX",1,0,"DOWN",1
"GO_EXTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",1,Inf,"UP",1
"GO_EXTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",1,Inf,"DOWN",1
"GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX",1,Inf,"UP",1
"GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX",1,Inf,"DOWN",1
"GO_DNA_REPLICATION_PREINITIATION_COMPLEX",1,0,"UP",1
"GO_DNA_REPLICATION_PREINITIATION_COMPLEX",1,0,"DOWN",1
"GO_DEATH_INDUCING_SIGNALING_COMPLEX",1,0,"UP",1
"GO_DEATH_INDUCING_SIGNALING_COMPLEX",1,0,"DOWN",1
"GO_CD95_DEATH_INDUCING_SIGNALING_COMPLEX",1,0,"UP",1
"GO_CD95_DEATH_INDUCING_SIGNALING_COMPLEX",1,0,"DOWN",1
"GO_REPLICATION_FORK_PROTECTION_COMPLEX",1,0,"UP",1
"GO_REPLICATION_FORK_PROTECTION_COMPLEX",1,0,"DOWN",1
"GO_INTRINSIC_COMPONENT_OF_VACUOLAR_MEMBRANE",1,0,"UP",1
"GO_INTRINSIC_COMPONENT_OF_VACUOLAR_MEMBRANE",1,0,"DOWN",1
"GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE",1,Inf,"UP",1
"GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE",1,Inf,"DOWN",1
"GO_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE",1,0,"UP",1
"GO_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE",1,0,"DOWN",1
"GO_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,0,"UP",1
"GO_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX",1,0,"DOWN",1
"GO_CTF18_RFC_LIKE_COMPLEX",1,0,"UP",1
"GO_CTF18_RFC_LIKE_COMPLEX",1,0,"DOWN",1
"GO_NATA_COMPLEX",1,0,"UP",1
"GO_NATA_COMPLEX",1,0,"DOWN",1
"GO_BOX_C_D_SNORNP_COMPLEX",1,0,"UP",1
"GO_BOX_C_D_SNORNP_COMPLEX",1,0,"DOWN",1
"GO_BOX_H_ACA_SNORNP_COMPLEX",1,0,"UP",1
"GO_BOX_H_ACA_SNORNP_COMPLEX",1,0,"DOWN",1
"GO_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_CUL7_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"UP",1
"GO_CUL7_RING_UBIQUITIN_LIGASE_COMPLEX",1,0,"DOWN",1
"GO_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX",1,Inf,"UP",1
"GO_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX",1,Inf,"DOWN",1
"GO_SPINDLE_POLE_CENTROSOME",1,0,"UP",1
"GO_SPINDLE_POLE_CENTROSOME",1,0,"DOWN",1
"GO_NUCLEAR_PERICENTRIC_HETEROCHROMATIN",1,0,"UP",1
"GO_NUCLEAR_PERICENTRIC_HETEROCHROMATIN",1,0,"DOWN",1
"GO_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX",1,0,"UP",1
"GO_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX",1,0,"DOWN",1
"GO_LATE_ENDOSOME_LUMEN",1,0,"UP",1
"GO_LATE_ENDOSOME_LUMEN",1,0,"DOWN",1
"GO_TORC1_COMPLEX",1,0,"UP",1
"GO_TORC1_COMPLEX",1,0,"DOWN",1
"GO_TORC2_COMPLEX",1,Inf,"UP",1
"GO_TORC2_COMPLEX",1,Inf,"DOWN",1
"GO_EARLY_PHAGOSOME",1,0,"UP",1
"GO_EARLY_PHAGOSOME",1,0,"DOWN",1
"GO_PHAGOLYSOSOME",1,Inf,"UP",1
"GO_PHAGOLYSOSOME",1,Inf,"DOWN",1
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX",1,0,"UP",1
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX",1,0,"DOWN",1
"GO_BLEB",1,Inf,"UP",1
"GO_BLEB",1,Inf,"DOWN",1
"GO_CHROMOSOME_PASSENGER_COMPLEX",1,0,"UP",1
"GO_CHROMOSOME_PASSENGER_COMPLEX",1,0,"DOWN",1
"GO_CLEAVAGE_FURROW",1,Inf,"UP",1
"GO_CLEAVAGE_FURROW",0.286537803859308,0.236959604707618,"DOWN",1
"GO_SEPTIN_CYTOSKELETON",1,0,"UP",1
"GO_SEPTIN_CYTOSKELETON",1,0,"DOWN",1
"GO_SYMMETRIC_SYNAPSE",1,Inf,"UP",1
"GO_SYMMETRIC_SYNAPSE",1,Inf,"DOWN",1
"GO_MUTLALPHA_COMPLEX",1,0,"UP",1
"GO_MUTLALPHA_COMPLEX",1,0,"DOWN",1
"GO_STEREOCILIUM_TIP",1,0,"UP",1
"GO_STEREOCILIUM_TIP",1,0,"DOWN",1
"GO_CUTICULAR_PLATE",1,Inf,"UP",1
"GO_CUTICULAR_PLATE",1,Inf,"DOWN",1
"GO_CORTICAL_ENDOPLASMIC_RETICULUM",1,0,"UP",1
"GO_CORTICAL_ENDOPLASMIC_RETICULUM",1,0,"DOWN",1
"GO_GROWTH_CONE_MEMBRANE",1,Inf,"UP",1
"GO_GROWTH_CONE_MEMBRANE",1,Inf,"DOWN",1
"GO_MULTIVESICULAR_BODY_MEMBRANE",1,0,"UP",1
"GO_MULTIVESICULAR_BODY_MEMBRANE",1,0,"DOWN",1
"GO_DENDRITIC_SPINE_MEMBRANE",1,0,"UP",1
"GO_DENDRITIC_SPINE_MEMBRANE",1,0,"DOWN",1
"GO_INSULIN_RESPONSIVE_COMPARTMENT",1,Inf,"UP",1
"GO_INSULIN_RESPONSIVE_COMPARTMENT",1,Inf,"DOWN",1
"GO_ELL_EAF_COMPLEX",1,0,"UP",1
"GO_ELL_EAF_COMPLEX",1,0,"DOWN",1
"GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM",1,Inf,"UP",1
